TICKER,ebitda,de_ratio,debt_ebitda,npm,roa,roe,gsector,sic,description
STIM,-26.643,1.192,-1.451,-0.478,-0.251,-0.619,35.0,3845,Electromedical equipment
MYFW,29.899,11.22,7.424,0.086,0.014,0.058,40.0,6020,
MYFW,,11.22,7.424,0.086,0.014,0.058,40.0,6020,
BJ,1044.297,4.518,3.106,0.026,0.154,0.44,30.0,5399,Miscellaneous general merchandise
REPL,-230.182,0.17,-0.29,,-0.354,-0.388,35.0,2836,"Biological products, except diagnostic"
ALLK,-189.915,0.256,-0.258,,-0.464,-0.558,35.0,2836,"Biological products, except diagnostic"
CRNX,-221.553,0.145,-0.073,-42.233,-0.615,-0.664,35.0,2836,"Biological products, except diagnostic"
WISA,-21.359,2.076,-0.037,-6.145,-1.977,-2.505,45.0,3674,Semiconductors and related devices
LEGH,66.882,0.142,0.12,0.29,0.177,0.171,25.0,2451,Mobile homes
AQST,-13.549,-1.537,-2.395,-0.252,-0.36,,35.0,2834,Pharmaceutical preparations
BNGO,-125.719,0.293,-0.082,-6.762,-0.443,-0.93,35.0,3841,Surgical and medical instruments
TENB,-11.13,3.795,-19.352,-0.101,-0.015,-0.275,45.0,7370,
ARLO,-18.935,2.168,-0.57,-0.095,-0.138,-0.509,45.0,3669,"Communications equipment, nec"
SONO,16.185,0.932,1.273,-0.006,0.04,-0.019,25.0,3651,Household audio and video equipment
VCNX,-22.766,4.609,-0.017,-27.688,-3.725,-4.747,35.0,2836,"Biological products, except diagnostic"
LQDA,-71.888,0.75,-0.715,-3.144,-0.402,-0.703,35.0,2836,"Biological products, except diagnostic"
VTAK,-13.41,0.473,-0.007,-248.61,-0.708,-3.835,35.0,3845,Electromedical equipment
IMXI,21.344,2.423,8.782,0.099,0.046,0.36,40.0,6099,Functions related to depository banking
FTDR,306.0,9.121,2.112,0.097,0.266,1.468,25.0,1520,
ELAN,966.0,1.168,5.801,-0.262,0.067,-0.145,35.0,2834,Pharmaceutical preparations
ETON,-0.358,0.923,2.348,0.068,0.106,0.171,35.0,2834,Pharmaceutical preparations
CRK,834.38,1.517,1.896,0.3,0.22,0.243,10.0,1311,Crude petroleum and natural gas
HFFG,39.211,1.139,9.124,-0.007,0.037,-0.025,30.0,5140,
STR,500.258,0.763,2.042,0.049,0.103,0.017,10.0,1311,Crude petroleum and natural gas
GTX,608.0,-8.182,2.511,0.084,0.217,,25.0,3714,Motor vehicle parts and accessories
REZI,686.0,1.466,2.408,0.027,0.105,0.065,20.0,5065,"Electronic parts and equipment, nec"
KLXE,127.8,19.49,2.461,0.045,0.294,,10.0,1389,"Oil and gas field services, nec"
STRO,-82.462,1.482,-0.254,-3.545,-0.429,-0.877,35.0,2836,"Biological products, except diagnostic"
EB,-11.079,4.429,-41.113,-0.069,-0.01,-0.131,50.0,7370,
ARVN,-396.7,1.297,-0.016,-1.851,-0.252,-0.547,35.0,2836,"Biological products, except diagnostic"
INMB,-29.741,0.367,-0.546,-122.47,-0.349,-0.478,35.0,2836,"Biological products, except diagnostic"
UPWK,-1.811,2.276,-13.022,0.02,-0.032,0.048,20.0,7361,Employment agencies
GH,-436.252,11.594,-2.923,-0.807,-0.28,-2.496,35.0,2835,Diagnostic substances
KOD,-259.023,0.663,-0.68,,-0.417,-0.659,35.0,2836,"Biological products, except diagnostic"
BSVN,49.574,9.67,0.009,0.302,0.034,0.239,40.0,6020,
BSVN,,9.67,0.009,0.302,0.034,0.239,40.0,6020,
YMAB,-20.455,0.28,-0.083,-0.208,-0.132,-0.18,35.0,2836,"Biological products, except diagnostic"
ALLO,-300.293,0.237,-0.304,-1789.5,-0.404,-0.508,35.0,2836,"Biological products, except diagnostic"
BACK,-2.815,3.09,-0.41,-1.762,-0.592,-2.604,35.0,8093,"Specialty outpatient clinics, nec"
EQ,-14.396,1.353,-0.646,-0.193,-0.125,-0.283,35.0,2836,"Biological products, except diagnostic"
REPX,242.765,1.026,0.958,0.284,0.386,0.253,10.0,1311,Crude petroleum and natural gas
CBNK,102.565,8.447,0.588,0.177,0.048,0.158,40.0,6020,
CBNK,,8.447,0.588,0.177,0.048,0.158,40.0,6020,
SIBN,-41.503,0.42,-0.968,-0.33,-0.234,-0.368,35.0,3842,Surgical appliances and supplies
NGM,-144.326,0.162,-0.022,-6.737,-0.545,-0.631,35.0,2836,"Biological products, except diagnostic"
TWST,-144.469,0.245,-0.53,-0.835,-0.204,-0.29,35.0,2836,"Biological products, except diagnostic"
UTZ,126.167,1.992,7.323,0.012,0.049,0.021,30.0,2090,
VRRM,339.198,4.33,3.566,0.104,0.186,0.272,20.0,7374,Data processing and preparation
AMK,224.539,0.319,0.602,0.162,0.145,0.088,40.0,7370,
ETRN,1017.027,5.216,6.89,0.276,0.097,0.399,10.0,4922,Natural gas transmission
RBKB,18.328,11.333,5.633,0.067,0.014,0.039,40.0,6036,"Savings institutions, except federal"
RBKB,,11.333,5.633,0.067,0.014,0.039,40.0,6036,"Savings institutions, except federal"
AXNX,7.775,0.117,4.312,-0.035,0.002,-0.02,35.0,3845,Electromedical equipment
ALBT,-6.969,0.685,-0.776,-7.78,-0.353,-2.841,60.0,6512,Nonresidential building operators
MRNA,-2037.0,0.335,-1.644,-0.38,-0.031,-0.19,35.0,2836,"Biological products, except diagnostic"
KNTK,441.904,-4.753,8.362,0.048,0.071,,10.0,4922,Natural gas transmission
NFE,1119.422,5.31,5.584,0.179,0.128,0.262,10.0,4924,Natural gas distribution
DOW,4917.0,1.913,3.255,0.028,0.085,0.064,15.0,2821,Plastics materials and resins
BYND,-209.329,-4.528,-5.633,-0.715,-0.205,,30.0,2030,
RVLV,37.57,0.562,0.885,0.03,0.071,0.084,25.0,5961,Catalog and mail-order houses
ORGO,31.687,0.678,3.149,0.029,0.087,0.049,35.0,2836,"Biological products, except diagnostic"
HOTH,-7.952,0.181,0.0,,-0.896,-1.083,35.0,2836,"Biological products, except diagnostic"
GOSS,-172.152,39.177,-1.179,,-0.751,-5.478,35.0,2836,"Biological products, except diagnostic"
PHUN,-19.788,1.371,-0.404,-2.574,-0.493,-1.647,45.0,7370,
PSTX,-123.89,1.067,-0.666,-2.641,-0.396,-0.754,35.0,2836,"Biological products, except diagnostic"
SLE,-17.05,0.613,-0.009,-1.466,-0.617,-1.722,50.0,7370,
ALEC,-144.315,2.857,-0.274,-1.468,-0.198,-0.668,35.0,2836,"Biological products, except diagnostic"
BCOW,-0.661,6.451,55.169,-0.216,0.003,-0.06,40.0,6035,Federal savings institutions
BCOW,,6.451,55.169,-0.216,0.003,-0.06,40.0,6035,Federal savings institutions
NXGL,-3.251,0.524,-0.781,-0.767,-0.27,-0.375,35.0,3842,Surgical appliances and supplies
FOXA,2867.0,1.066,2.78,0.07,0.131,0.095,50.0,4833,Television broadcasting stations
CYCN,-9.647,0.693,0.0,-29.794,-1.145,-2.01,35.0,2836,"Biological products, except diagnostic"
COIN,-35.068,20.661,-8.454,-0.264,-0.003,-0.131,40.0,6200,
WORX,-0.989,0.397,-0.206,-0.426,-0.13,-0.25,35.0,7370,
NCRA,-1.844,0.326,-0.307,-0.065,-0.228,-0.302,20.0,1600,
SWAV,176.351,0.604,1.483,0.363,0.257,0.472,35.0,3845,Electromedical equipment
LYFT,-275.753,10.076,-1.646,-0.207,-0.146,-1.876,20.0,4100,
SILK,-56.575,0.672,-1.524,-0.326,-0.23,-0.414,35.0,3845,Electromedical equipment
DTIL,-38.55,3.818,-0.629,-1.101,-0.187,-1.052,35.0,2836,"Biological products, except diagnostic"
TW,698.661,0.138,0.046,0.289,0.104,0.073,40.0,7370,
XFOR,-107.103,1.402,-0.397,,-0.758,-1.743,35.0,2836,"Biological products, except diagnostic"
FSEA,-2.407,7.328,168.149,-0.13,0.001,-0.042,40.0,6035,Federal savings institutions
FSEA,,7.328,168.149,-0.13,0.001,-0.042,40.0,6035,Federal savings institutions
RMBI,21.84,9.65,8.927,0.16,0.017,0.083,40.0,6020,
RMBI,,9.65,8.927,0.16,0.017,0.083,40.0,6020,
PBFS,37.507,6.174,0.148,0.226,0.023,0.079,40.0,6036,"Savings institutions, except federal"
PBFS,,6.174,0.148,0.226,0.023,0.079,40.0,6036,"Savings institutions, except federal"
TH,330.876,1.599,0.754,0.284,0.49,0.704,25.0,6510,
PDSB,-42.988,0.877,-0.458,,-0.724,-1.244,35.0,2836,"Biological products, except diagnostic"
PLMR,112.302,2.644,0.53,0.201,0.072,0.183,40.0,6331,"Fire, marine, and casualty insurance"
PLMR,,2.644,0.53,0.201,0.072,0.183,40.0,6331,"Fire, marine, and casualty insurance"
PD,-65.616,2.563,-5.603,-0.18,-0.076,-0.303,45.0,7370,
ZM,803.127,0.286,0.175,0.052,0.06,0.037,45.0,7370,
GNLN,-23.841,1.57,-0.389,-1.226,-0.315,-1.969,25.0,5099,"Durable goods, nec"
PINS,22.713,0.177,-1.723,-0.074,-0.037,-0.072,50.0,7370,
HOOK,-81.376,0.751,-0.066,-3.361,-0.457,-0.671,35.0,2836,"Biological products, except diagnostic"
GHSI,-3.923,0.707,0.0,-1.057,-0.217,-1.015,30.0,2834,Pharmaceutical preparations
WKSP,-13.63,0.404,-0.471,-20.186,-0.436,-0.641,25.0,3714,Motor vehicle parts and accessories
KTB,354.796,4.291,2.216,0.08,0.24,0.786,25.0,2300,
FREE,66.553,2.23,7.358,-0.169,0.072,-0.295,30.0,2090,
TRVI,-33.41,0.107,-0.167,,-0.269,-0.258,35.0,2834,Pharmaceutical preparations
TMDX,8.662,1.983,-95.849,-0.187,-0.008,-0.201,35.0,3845,Electromedical equipment
AVTR,1259.5,1.641,4.514,0.052,0.1,0.065,35.0,3826,Analytical instruments
UBER,2033.0,2.953,8.56,0.029,0.04,0.14,20.0,4100,
RRBI,62.995,10.02,0.294,0.274,0.021,0.138,40.0,6020,
RRBI,,10.02,0.294,0.274,0.021,0.138,40.0,6020,
NXTC,-63.953,0.1,-0.106,,-0.378,-0.409,35.0,2836,"Biological products, except diagnostic"
APLT,-64.534,-11.216,-0.022,-9.054,-1.482,-14.1,35.0,2836,"Biological products, except diagnostic"
MEC,61.568,1.173,2.967,0.014,0.117,0.034,20.0,3460,
SPFI,81.697,9.975,1.535,0.264,0.021,0.178,40.0,6020,
SPFI,,9.975,1.535,0.264,0.021,0.178,40.0,6020,
QNCX,-23.55,0.029,-0.009,,-0.249,-0.293,35.0,2836,"Biological products, except diagnostic"
SONM,0.56,1.548,0.351,0.002,0.014,0.011,45.0,3663,Radio and t.v. communications equipment
FSLY,-118.151,0.823,-5.598,-0.321,-0.068,-0.162,45.0,7370,
IDYA,-131.953,0.071,-0.024,-4.395,-0.276,-0.266,35.0,2836,"Biological products, except diagnostic"
DBGI,-10.749,-22.541,-1.016,-1.338,-0.326,-6.187,25.0,5961,Catalog and mail-order houses
PSN,456.009,1.076,2.543,0.029,0.087,0.07,20.0,7370,
CTVA,3367.0,0.705,1.361,0.065,0.076,0.042,15.0,100,
CRWD,155.438,2.085,16.207,-0.004,0.01,-0.008,45.0,7370,
ATER,-31.076,0.67,-0.435,-0.529,-0.333,-1.066,25.0,3634,Electric housewares and fans
RCAT,-16.04,0.096,-0.087,-2.519,-0.339,-0.464,45.0,3721,Aircraft
EDR,846.592,3.372,7.53,0.024,0.058,0.063,50.0,7900,
PSNL,-84.998,0.408,-0.51,-1.599,-0.336,-0.543,35.0,2835,Diagnostic substances
STOK,-112.304,0.358,-0.038,-11.183,-0.41,-0.522,35.0,2836,"Biological products, except diagnostic"
BBIO,-592.95,-1.467,-3.218,-64.981,-0.867,,35.0,2836,"Biological products, except diagnostic"
AKRO,-172.841,0.094,-0.162,,-0.312,-0.3,35.0,2836,"Biological products, except diagnostic"
ADPT,-179.375,0.902,-1.342,-1.09,-0.21,-0.442,35.0,2835,Diagnostic substances
MORF,-177.595,0.034,-0.021,-20.393,-0.318,-0.29,35.0,2836,"Biological products, except diagnostic"
CHWY,86.068,7.846,4.508,0.001,0.044,0.045,25.0,5961,Catalog and mail-order houses
REAL,-89.637,-3.082,-5.228,-0.328,-0.202,,25.0,7370,
KRTX,-478.076,0.034,-0.024,-66.768,-0.322,-0.304,35.0,2836,"Biological products, except diagnostic"
VERY,,6.133,,-0.087,-0.022,-0.132,40.0,6311,Life insurance
VERY,,6.133,,-0.087,-0.022,-0.132,40.0,6311,Life insurance
ONCT,-41.714,0.129,-0.005,-63.3,-0.693,-0.734,35.0,2836,"Biological products, except diagnostic"
SKIL,74.001,2.164,9.824,-0.287,0.042,-0.272,20.0,8200,
MIRM,-98.325,1.823,-2.164,-1.134,-0.279,-1.237,35.0,2836,"Biological products, except diagnostic"
FULC,-108.492,0.098,-0.115,-37.691,-0.396,-0.398,35.0,2836,"Biological products, except diagnostic"
PHR,-106.992,0.354,-0.114,-0.427,-0.324,-0.516,35.0,7370,
HCAT,-44.735,0.835,-4.742,-0.426,-0.07,-0.298,35.0,7370,
NOVA,-42.333,5.384,-529.04,-0.348,-0.001,-0.194,55.0,4991,
CSTL,-55.647,0.121,-0.189,-0.393,-0.167,-0.192,35.0,8071,Medical laboratories
CNSP,-18.861,1.37,-0.012,,-2.04,-3.378,35.0,2834,Pharmaceutical preparations
ANVS,-45.035,0.247,0.0,,-1.451,-1.683,35.0,2836,"Biological products, except diagnostic"
INBS,-9.508,1.238,-0.168,-5.772,-0.732,-1.865,35.0,2835,Diagnostic substances
KRUS,7.285,0.85,14.645,0.008,0.032,0.012,25.0,5812,Eating places
RAPT,-125.846,0.116,-0.07,-54.904,-0.496,-0.51,35.0,2836,"Biological products, except diagnostic"
DT,189.239,0.625,0.422,0.131,0.07,0.11,45.0,7370,
ONEW,102.383,3.556,5.721,-0.02,0.119,-0.104,25.0,5500,
CFB,130.613,9.906,2.233,0.145,0.019,0.098,40.0,6020,
CFB,,9.906,2.233,0.145,0.019,0.098,40.0,6020,
OPRT,44.595,6.364,14.271,-0.285,0.017,-0.28,40.0,6141,Personal credit institutions
SLRX,,0.484,,,-0.756,-1.76,35.0,2836,"Biological products, except diagnostic"
HQI,13.434,0.752,1.269,0.238,0.136,0.145,20.0,7363,Help supply services
CTOS,393.521,2.412,4.944,0.036,0.131,0.071,20.0,7359,"Equipment rental and leasing, nec"
NVST,461.8,0.548,3.122,0.074,0.076,0.046,35.0,3843,Dental equipment and supplies
SLNG,5.302,0.439,1.837,-0.013,0.067,-0.018,10.0,1311,Crude petroleum and natural gas
UGRO,-15.041,1.124,-0.383,-0.246,-0.218,-0.545,20.0,3523,Farm machinery and equipment
OPCH,376.614,1.266,3.217,0.061,0.114,0.182,35.0,8090,
AGAE,-5.1,0.114,-1.34,-0.615,-0.058,-0.048,25.0,7900,
MDIA,-5.693,0.413,-6.344,-0.192,-0.027,-0.186,50.0,4832,Radio broadcasting stations
SWTX,-341.346,0.143,-0.021,,-0.536,-0.573,35.0,2836,"Biological products, except diagnostic"
NET,-52.083,2.965,-22.659,-0.167,-0.026,-0.322,45.0,7370,
TFFP,-21.392,0.082,-0.007,-25.567,-1.23,-1.368,35.0,2834,Pharmaceutical preparations
CRNC,56.943,0.867,383.832,-0.191,0.001,-0.08,45.0,7372,Prepackaged software
DDOG,11.002,1.038,-16.125,-0.017,-0.017,-0.024,45.0,7370,
PTON,-257.1,-16.422,-5.231,-0.366,-0.144,-7.007,25.0,7370,
VIR,-640.61,0.295,-0.192,-5.056,-0.258,-0.299,35.0,2836,"Biological products, except diagnostic"
IGMS,-253.358,0.858,-0.167,-128.74,-0.494,-0.856,35.0,2836,"Biological products, except diagnostic"
TXG,-159.468,0.265,-0.63,-0.378,-0.156,-0.281,35.0,2835,Diagnostic substances
PNTG,33.41,3.003,10.192,0.024,0.062,0.102,35.0,8050,
BSBK,4.943,5.766,13.492,0.098,0.009,0.027,40.0,6036,"Savings institutions, except federal"
BSBK,,5.766,13.492,0.098,0.009,0.027,40.0,6036,"Savings institutions, except federal"
APRE,-15.465,0.154,0.0,-23.35,-0.464,-0.52,35.0,2836,"Biological products, except diagnostic"
MNPR,-8.831,0.314,-0.006,,-0.789,-0.963,35.0,2836,"Biological products, except diagnostic"
KRT,55.358,0.746,1.18,0.082,0.21,0.216,20.0,5110,
BRBR,424.2,-3.138,2.692,0.099,0.459,,30.0,2000,
PGNY,64.465,0.456,0.309,0.05,0.09,0.129,35.0,8090,
OCGN,-60.753,0.277,-0.085,,-0.74,-0.928,35.0,2836,"Biological products, except diagnostic"
BEAM,-149.773,0.724,-0.469,-3.846,-0.282,-0.415,35.0,2836,"Biological products, except diagnostic"
CABA,-73.234,0.089,-0.069,,-0.534,-0.548,35.0,2836,"Biological products, except diagnostic"
PHAT,-166.737,-5.909,-1.507,,-0.74,-10.636,35.0,2836,"Biological products, except diagnostic"
FDMT,-108.663,0.104,-0.155,-4.363,-0.354,-0.374,35.0,2836,"Biological products, except diagnostic"
HBT,129.272,10.132,2.126,0.245,0.028,0.148,40.0,6020,
HBT,,10.132,2.126,0.245,0.028,0.148,40.0,6020,
LFLY,-5.311,-3.507,-2.593,-0.332,-0.374,,50.0,7370,
GRTX,-46.692,-1.423,-2.663,,-1.083,,35.0,2836,"Biological products, except diagnostic"
ETNB,-151.154,0.134,-0.174,,-0.391,-0.425,35.0,2836,"Biological products, except diagnostic"
TELA,-43.267,2.504,-1.031,-0.824,-0.537,-2.167,35.0,3841,Surgical and medical instruments
VEL,274.903,8.883,13.489,0.126,0.067,0.113,40.0,6162,Mortgage bankers and correspondents
NEOV,-2.337,0.008,0.0,-0.884,-0.335,-0.341,20.0,3690,
SITM,-83.344,0.053,-0.137,-0.382,-0.094,-0.088,45.0,3674,Semiconductors and related devices
SPCE,-513.742,1.376,-0.86,-113.0,-0.487,-1.129,20.0,4700,
PHGE,-24.517,1.635,-0.739,,-0.541,-1.335,35.0,2836,"Biological products, except diagnostic"
NUTX,16.299,3.597,57.826,-0.125,0.012,-0.27,35.0,8060,
VERO,-21.832,-40.38,-3.411,-0.437,-0.211,-4.122,35.0,3845,Electromedical equipment
AHCO,649.029,1.481,3.935,-0.137,0.113,-0.198,35.0,5047,Medical and hospital equipment
BILL,-42.442,1.341,-16.953,-0.15,-0.012,-0.042,45.0,7370,
REYN,635.0,1.621,3.555,0.07,0.122,0.121,30.0,2673,"Bags: plastic, laminated, and coated"
SPT,-58.327,1.286,-0.718,-0.188,-0.182,-0.405,45.0,7370,
ADTX,-25.519,-13.03,-0.206,-39.461,-2.12,-4.941,35.0,2834,Pharmaceutical preparations
SDOT,-6.321,2.111,-1.095,-0.012,-0.093,-0.438,30.0,100,
IMVT,-269.978,0.133,-0.004,,-0.599,-0.693,35.0,2836,"Biological products, except diagnostic"
OBLG,-4.288,0.324,-0.027,-1.021,-0.646,-0.879,45.0,7370,
AEI,-0.273,0.053,2.386,-1.757,0.005,-0.282,60.0,6552,"Subdividers and developers, nec"
ARQT,-239.23,2.027,-0.826,-5.462,-0.595,-1.529,35.0,2834,Pharmaceutical preparations
TARA,-43.272,0.123,-0.143,,-0.365,-0.657,35.0,2836,"Biological products, except diagnostic"
SDGR,-171.896,0.429,-0.705,0.222,-0.226,0.084,35.0,7372,Prepackaged software
BDTX,-86.023,0.357,-0.312,,-0.588,-0.784,35.0,2836,"Biological products, except diagnostic"
RVMD,-466.775,0.158,-0.175,-12.662,-0.384,-0.404,35.0,2836,"Biological products, except diagnostic"
FTHM,-17.306,0.367,-0.727,-0.072,-0.228,-0.41,60.0,6531,Real estate agents and managers
AUUD,-5.635,0.93,-0.443,,-0.919,-2.222,45.0,7370,
CCAP,141.314,1.219,7.17,0.329,0.088,0.083,40.0,6797,
PASG,-81.415,0.264,-0.283,,-0.412,-0.602,35.0,2836,"Biological products, except diagnostic"
POWW,10.736,0.108,1.226,-0.108,0.028,-0.042,25.0,3480,
VRT,1177.9,3.56,3.084,0.038,0.148,0.154,20.0,3679,"Electronic components, nec"
OTIS,2425.0,-3.032,3.102,0.098,0.24,,20.0,3530,
CARR,3369.0,2.247,2.833,0.054,0.127,0.144,20.0,3585,Refrigeration and heating equipment
AZEK,350.034,0.655,2.515,0.05,0.114,0.045,20.0,2430,
VNT,673.0,5.382,3.71,0.106,0.159,0.534,45.0,3829,"Measuring and controlling devices, nec"
ELVN,-81.932,0.038,0.0,,-0.34,-0.112,35.0,2834,Pharmaceutical preparations
ALTG,174.6,8.841,6.189,0.006,0.128,0.069,20.0,5080,
BSFC,-4.228,-103.93,-1.213,-1.508,-0.374,-3.726,30.0,2090,
SLQT,89.548,2.463,9.978,-0.044,0.058,-0.114,40.0,6411,"Insurance agents, brokers, and service"
MITQ,-1.487,0.649,-0.785,-0.06,-0.041,-0.142,50.0,3861,Photographic equipment and supplies
NARI,3.264,0.204,-6.263,-0.006,-0.01,-0.007,35.0,3841,Surgical and medical instruments
TOI,-54.165,1.498,-2.09,-0.243,-0.214,-0.693,35.0,8011,Offices and clinics of medical doctors
LUNG,-60.387,0.386,-0.628,-0.945,-0.309,-0.411,35.0,3841,Surgical and medical instruments
ACCD,-68.432,0.916,-3.346,-0.372,-0.104,-0.295,35.0,8090,
ORIC,-109.748,0.105,-0.114,,-0.4,-0.41,35.0,2836,"Biological products, except diagnostic"
PCOR,-135.439,0.56,-0.541,-0.259,-0.102,-0.207,45.0,7370,
GDYN,8.73,0.161,2.515,-0.036,0.01,-0.031,45.0,7370,
ETWO,172.69,0.679,5.361,-0.968,0.045,-0.23,45.0,7370,
LYRA,-65.85,0.365,-0.041,-43.401,-0.558,-0.729,35.0,3841,Surgical and medical instruments
ZNTL,-247.599,0.225,-0.201,,-0.425,-0.646,35.0,2836,"Biological products, except diagnostic"
SPHR,33.494,1.312,-7.985,0.502,-0.032,0.121,50.0,4841,Cable and other pay television services
BGLC,-2.996,0.257,-0.022,-0.299,-0.42,-0.481,20.0,5160,
KROS,-169.126,0.095,-0.09,-17808.0,-0.476,-0.475,35.0,2834,Pharmaceutical preparations
LUMO,-36.57,0.256,-0.007,-18.897,-0.522,-0.588,35.0,2836,"Biological products, except diagnostic"
CISO,-26.317,0.676,-0.497,-1.371,-0.34,-1.343,45.0,7373,Computer integrated systems design
CRKN,-17.426,1.211,-0.231,-370.0,-1.372,-5.606,15.0,1623,"Water, sewer, and utility lines"
LTRN,-17.863,0.056,-0.013,,-0.295,-0.281,35.0,2836,"Biological products, except diagnostic"
DKNG,-584.865,2.665,-1.702,-0.304,-0.2,-0.835,25.0,7990,
ALIT,553.0,1.32,5.796,-0.073,0.047,-0.055,20.0,7374,Data processing and preparation
PLRX,-182.304,0.08,-0.083,-43.805,-0.363,-0.356,35.0,2834,Pharmaceutical preparations
RNA,-233.497,0.101,-0.046,-19.953,-0.384,-0.39,35.0,2836,"Biological products, except diagnostic"
QLGN,-11.3,2.867,-0.143,-3.74,-0.85,-1.543,35.0,2836,"Biological products, except diagnostic"
BTBD,-0.783,0.581,-9.152,-0.051,-0.033,-0.071,25.0,5812,Eating places
FOUR,365.5,5.604,5.506,0.042,0.125,0.279,40.0,7389,"Business services, nec"
VRM,-168.947,3.416,-6.173,-0.23,-0.109,-0.48,25.0,7370,
AYRO,-27.081,0.185,-0.033,-32.423,-0.462,-0.62,25.0,3711,Motor vehicles and car bodies
LRMR,-41.447,0.125,-0.14,,-0.308,-0.306,35.0,2836,"Biological products, except diagnostic"
ACEL,172.777,3.632,3.12,0.037,0.197,0.195,25.0,7990,
SST,-7.586,2.144,-52.212,-0.204,-0.007,-0.246,50.0,7370,
GLSI,-9.324,0.025,0.0,,-0.722,-0.701,35.0,2836,"Biological products, except diagnostic"
NKLA,-577.356,1.129,-0.522,-30.226,-0.563,-1.729,20.0,3711,Motor vehicles and car bodies
LPRO,30.234,0.787,3.477,0.176,0.112,0.104,40.0,7323,Credit reporting services
GBIO,-126.748,0.521,-0.655,-40.922,-0.306,-0.44,35.0,2836,"Biological products, except diagnostic"
PCVX,-464.885,0.059,-0.045,,-0.361,-0.325,35.0,2836,"Biological products, except diagnostic"
FBRX,-32.477,0.151,0.0,,-0.801,-0.874,35.0,2836,"Biological products, except diagnostic"
BIOR,-57.588,-1.428,-1.764,-6787.3,-1.223,,35.0,2836,"Biological products, except diagnostic"
SHOT,-12.385,0.922,-0.249,-2.457,-0.796,-1.502,30.0,2844,Toilet preparations
EBC,3.575,7.788,35.63,-0.095,0.001,-0.021,40.0,6020,
EBC,,7.788,35.63,-0.095,0.001,-0.021,40.0,6020,
GOCO,34.067,3.308,-4.558,-0.234,-0.072,-0.446,40.0,6411,"Insurance agents, brokers, and service"
RXT,265.8,37.084,14.003,-0.357,0.053,-2.123,45.0,7370,
NKTX,-121.681,0.324,-0.697,,-0.273,-0.341,35.0,2836,"Biological products, except diagnostic"
SOBR,-9.216,0.513,-0.253,-77.576,-0.908,-1.427,45.0,3829,"Measuring and controlling devices, nec"
RLAY,-374.153,0.171,-0.155,-12.635,-0.341,-0.358,35.0,2836,"Biological products, except diagnostic"
ITOS,-150.203,0.129,-0.056,-0.927,-0.125,-0.096,35.0,2836,"Biological products, except diagnostic"
IAC,218.778,0.62,12.043,-0.014,0.017,-0.011,50.0,7370,
LMND,-202.9,1.069,-0.128,-0.641,-0.143,-0.307,40.0,6331,"Fire, marine, and casualty insurance"
HOFV,-25.533,1.711,-7.9,-3.267,-0.066,-0.366,25.0,7900,
ALXO,-169.442,0.187,-0.1,,-0.536,-0.582,35.0,2836,"Biological products, except diagnostic"
NCNO,7.257,0.266,-13.663,-0.14,-0.004,-0.063,45.0,7370,
JAMF,-55.638,1.176,-6.205,-0.211,-0.042,-0.163,45.0,7370,
MEG,24.374,0.738,9.03,-0.067,0.03,-0.126,20.0,8734,Testing laboratories
RKT,67.348,20.948,-39.659,-0.006,-0.011,-0.039,40.0,6162,Mortgage bankers and correspondents
RKT,,20.948,-39.659,-0.006,-0.011,-0.039,40.0,6162,Mortgage bankers and correspondents
VITL,43.744,0.355,0.328,0.045,0.158,0.123,30.0,2015,Poultry slaughtering and processing
BIGC,-43.277,13.491,-5.557,-0.317,-0.134,-2.195,45.0,7370,
AFIB,-20.494,1.06,-0.582,-1.668,-0.575,-0.553,35.0,3841,Surgical and medical instruments
GETY,263.79,3.336,5.375,-0.046,0.111,-0.073,50.0,7389,"Business services, nec"
NRIX,-147.53,0.349,-0.066,-2.167,-0.379,-0.504,35.0,2836,"Biological products, except diagnostic"
ANNX,-141.575,0.258,-0.217,,-0.539,-0.632,35.0,2836,"Biological products, except diagnostic"
INZY,-74.812,0.308,-0.355,,-0.488,-0.59,35.0,2836,"Biological products, except diagnostic"
ABL,29.908,0.705,2.096,0.896,0.174,0.16,40.0,6411,"Insurance agents, brokers, and service"
OBIO,-51.219,0.355,-0.219,-546.75,-0.398,-0.477,35.0,3845,Electromedical equipment
ALVR,-180.933,0.249,-0.188,,-0.647,-0.75,35.0,2836,"Biological products, except diagnostic"
IKT,-19.912,0.154,-0.016,-59.043,-0.763,-0.841,35.0,2836,"Biological products, except diagnostic"
PXMD,-16.145,2.509,-0.074,,-3.703,-9.644,35.0,2834,Pharmaceutical preparations
LIFW,-83.115,9.266,-6.482,-4.34,-0.02,-0.268,35.0,8090,
KYMR,-161.965,0.319,-0.334,-3.575,-0.298,-0.352,35.0,2836,"Biological products, except diagnostic"
AOUT,4.717,0.29,5.063,-0.055,0.022,-0.056,25.0,3949,"Sporting and athletic goods, nec"
HRMY,226.193,0.615,0.874,0.278,0.32,0.36,35.0,2834,Pharmaceutical preparations
REVB,-8.632,0.721,0.0,,-0.651,0.142,35.0,2836,"Biological products, except diagnostic"
AMST,-4.046,0.049,0.0,-5.521,-0.376,-0.469,25.0,7372,Prepackaged software
BURU,-20.429,,,,,,20.0,3540,
OM,-163.96,0.762,-0.62,-1.332,-0.456,-0.76,35.0,3845,Electromedical equipment
